f -p3  454.7    1.5780              SOURCE2       8	 0.0103
f -p4  437.3    1.5900              SOUECE3       1	
f -p5  442.7    1.5860      SOURCE1_SOURCE5      18	 0.0161
f -s2  363.5    1.6430              SOURCE2       1	
f -s   344.7    1.6600              SOUECE3       1	
f -s4  428.8    1.5910              SOURCE2       4	 0.0065
f -s6  400.9    1.6120      SOURCE2_SOURCE5      15	 0.0133
f -sh  356.7    1.6490              SOURCE3       1	
f -ss  373.9    1.6340              SOURCE3       3	 0.0156
hn-n1  605.5    0.9860              SOURCE2       1	
hn-n2  501.1    1.0230      SOURCE3_SOURCE5     732	 0.0030
hn-n3  511.3    1.0190      SOURCE3_SOURCE5    5944	 0.0012
hn-n   527.3    1.0130      SOURCE3_SOURCE5    7593	 0.0034
hn-n4  482.9    1.0300      SOURCE3_SOURCE5     756	 0.0122
hn-na  535.1    1.0100      SOURCE3_SOURCE5    1755	 0.0019
hn-nh  529.5    1.0120      SOURCE3_SOURCE5    7230	 0.0022
hn-no  501.1    1.0230              SOURCE3       1	
ho-o   540.3    0.9810              SOURCE3       1	
ho-oh  563.5    0.9730      SOURCE3_SOURCE5   21237	 0.0034
hp-p2  266.5    1.3360              SOURCE3      87	 0.1706
hp-p3  200.6    1.4120      SOURCE3_SOURCE5     123	 0.0510
hp-p4  253.6    1.3490              SOURCE3      17	 0.1577
hp-p5  196.4    1.4180      SOURCE3_SOURCE5      31	 0.0077
hs-s   288.3    1.3530              SOURCE3       1	
hs-s4  265.3    1.3750              SOURCE3       5	 0.0004
hs-s6  281.8    1.3590              SOURCE3       5	 0.0015
hs-sh  294.6    1.3470      SOURCE3_SOURCE5     477	 0.0118
i -i    50.3    2.9170              SOURCE1       1	
i -n1  105.5    2.0600              SOUECE3       1	
i -n2   59.4    2.3040              SOURCE3       6	 0.1186
i -n    96.0    2.0980              SOURCE3       5	 0.0156
i -n3   78.0    2.1850              SOURCE3       3	 0.0437
i -n4   83.7    2.1550              SOURCE3       3	 0.0168
i -na   89.1    2.1290              SOURCE3       8	 0.1276
i -nh   84.7    2.1500              SOURCE3       1	
i -no   70.0    2.2310              SOURCE3       1	
i -o   106.3    1.9800              SOUECE3       1	
i -oh   78.4    2.1010              SOURCE3       2	
i -os   73.2    2.1290              SOURCE3       3	 0.0146
i -p2   66.3    2.6430              SOURCE3       6	 0.0297
i -p3   77.2    2.5660              SOURCE3       3	 0.0016
i -p4  120.8    2.3520              SOURCE3       4	 0.2600
i -p5   72.7    2.5960              SOURCE3       3	 0.0143
i -s   115.8    2.4300              SOUECE3       1	
i -s4   49.2    2.8700              SOUECE3       1	
i -s6   49.2    2.8700              SOURCE3       1	
i -sh   88.6    2.5600              SOUECE3       1	
i -ss   86.6    2.5710              SOURCE3       3	 0.0065
n1-n1  751.0    1.1350      SOURCE1_SOURCE5      78	 0.0044
n1-n2  494.9    1.2300      SOURCE1_SOURCE5      36	 0.0029
n1-n3  307.2    1.3500              SOUECE3       1	
n1-n4  295.8    1.3600              SOUECE3       1	
n1-na  307.2    1.3500              SOUECE3       1	
n1-nc  525.7    1.2160              SOURCE1      38	
n1-nd  525.7    1.2160              SOURCE1      38	
n1-ne  452.5    1.2520              SOURCE2       1	
n1-nf  452.5    1.2520              SOURCE2       1	
n1-nh  319.2    1.3400              SOUECE3       1	
n1-no  254.8    1.4000              SOUECE3       1	
n1-o   298.4    1.2770              SOURCE3       5	 0.0438
n1-oh  272.2    1.3000              SOUECE3       1	
n1-os  261.7    1.3100              SOUECE3       1	
n1-p2  268.9    1.6780              SOURCE3       2	 0.0282
n1-p3  284.3    1.6600              SOUECE3       1	
n1-p4  267.3    1.6800              SOURCE3       0	
n1-p5  377.4    1.5710              SOURCE1     132	
n1-s2  681.1    1.4490              SOURCE2       2	 0.0010
n1-s   339.7    1.6590              SOURCE3       6	 0.0789
n1-s4  349.3    1.6500              SOUECE3       1	
n1-s6  766.7    1.4160              SOURCE2       2	
n1-sh  396.3    1.6100              SOUECE3       1	
n1-ss  396.3    1.6100              SOUECE3       1	
n2-n2  426.0    1.2670      SOURCE3_SOURCE5      40	 0.0268
n2-n3  333.0    1.3290              SOURCE2       1	
n2-n4  100.1    1.6790              SOURCE3       7	 0.3138
n2-na  287.4    1.3680      SOURCE4_SOURCE5      49	 0.0087
n2-nc  447.0    1.2550              SOURCE1      13	
n2-nd  447.0    1.2550              SOURCE1      13	
n2-ne  418.1    1.2710      SOURCE3_SOURCE5      57	 0.0194
n2-nf  418.1    1.2710      SOURCE3_SOURCE5      27	 0.0074
n2-nh  304.4    1.3520      SOURCE3_SOURCE5     210	 0.0159
n2-no  224.8    1.4350      SOURCE3_SOURCE5      15	 0.0628
n2-o   381.8    1.2170      SOURCE3_SOURCE5     112	 0.0102
n2-oh  192.1    1.3910      SOURCE1_SOURCE5     149	 0.0171
n2-os  185.0    1.4010      SOURCE3_SOURCE5     108	 0.0101
n2-p2  338.0    1.6050              SOURCE3      35	 0.0737
n2-p3  208.0    1.7640              SOURCE3       7	 0.0374
n2-p4  234.1    1.7240              SOUECE3       1	
n2-p5  344.6    1.5990              SOURCE1       7	
n2-pe  418.1    1.5400              SOURCE3      20	 0.1392
n2-pf  418.1    1.5400              SOURCE3      20	
n2-s2  491.3    1.5440      SOURCE2_SOURCE5      11	 0.0086
n2-s4  396.3    1.6100              SOUECE3       1	
n2-s   496.4    1.5410              SOURCE1      37	
n2-s6  475.7    1.5540      SOURCE4_SOURCE5      16	 0.0041
n2-sh  267.4    1.7380              SOURCE3       5	 0.0511
n2-ss  342.9    1.6560              SOURCE1      36	
n3-n3  219.3    1.4420      SOURCE1_SOURCE5      48	 0.0063
n3-n4  228.5    1.4300      SOURCE1_SOURCE5       9	 0.0040
n3-na  236.9    1.4200              SOURCE1      68	
n3-nh  240.7    1.4160      SOURCE1_SOURCE5      66	 0.0085
n3-no  256.9    1.3980      SOURCE3_SOURCE5      19	 0.0132
n3-o   269.0    1.3030              SOURCE3       4	 0.1217
n3-oh  176.2    1.4150      SOURCE1_SOURCE5      17	 0.0055
n3-os  160.6    1.4410      SOURCE1_SOURCE5      84	 0.0191
n3-p2  275.6    1.6700              SOUECE3       1	
n3-p3  229.9    1.7300              SOURCE1      40	
n3-p4  253.8    1.6970              SOURCE1      88	
n3-p5  276.0    1.6700      SOURCE1_SOURCE5     680	 0.0109
n3-py  256.2    1.6940      SOURCE4_SOURCE5      16	 0.0080
n3-s   228.5    1.7920              SOURCE3       3	 0.0178
n3-s4  254.8    1.7540      SOURCE3_SOURCE5      15	 0.0416
n3-s6  326.0    1.6720      SOURCE1_SOURCE5     243	 0.0144
n3-sh  266.7    1.7390              SOURCE3       3	 0.0154
n3-ss  279.1    1.7240      SOURCE3_SOURCE5      25	 0.0197
n3-sy  303.1    1.6960      SOURCE4_SOURCE5     511	 0.0083
n4-n4  188.9    1.4840              SOURCE3       4	 0.0089
n4-na  224.4    1.4350              SOURCE3       9	 0.0390
n4-nh  201.1    1.4660              SOURCE3       5	 0.0108
n4-no  191.5    1.4800              SOUECE3       1	
n4-o   215.1    1.3610              SOURCE3       3	 0.0041
n4-oh  186.0    1.4000              SOURCE3       3	 0.0115
n4-os  172.3    1.4210              SOURCE3       5	 0.0249
n4-p2  126.9    1.9420              SOURCE3      10	 0.0643
n4-p3  149.9    1.8800              SOURCE3       5	 0.0146
n4-p4  128.3    1.9380              SOURCE3       1	
n4-p5  172.2    1.8300              SOURCE3       5	 0.0087
n4-py  141.2    1.9020              SOURCE3       4	
n4-s   204.0    1.8320              SOURCE3       3	 0.0004
n4-s4  139.7    1.9720              SOURCE3       3	 0.0198
n4-s6  162.9    1.9140              SOURCE3       5	 0.0432
n4-sh  216.5    1.8110              SOURCE3       3	 0.0027
n4-ss  215.9    1.8120              SOURCE3       5	 0.0064
na-na  253.9    1.4010              SOURCE1      40	
na-nb  310.5    1.3470      SOURCE4_SOURCE5      26	 0.0093
na-nc  300.5    1.3560      SOURCE3_SOURCE5     899	 0.0083
na-nd  302.4    1.3540      SOURCE3_SOURCE5     362	 0.0113
na-nh  254.8    1.4000      SOURCE1_SOURCE5      20	 0.0066
na-no  224.8    1.4350      SOURCE3_SOURCE5      16	 0.0192
na-o   347.9    1.2390      SOURCE1_SOURCE5      93	 0.0208
na-oh  191.2    1.3930      SOURCE3_SOURCE5      18	 0.0144
na-os  158.7    1.4440              SOURCE3      45	 0.0423
na-p2  217.3    1.7490              SOURCE3      11	 0.0192
na-p3  209.2    1.7620              SOURCE3       8	 0.0113
na-p4  386.1    1.5640              SOURCE3       5	 0.2161
na-p5  240.4    1.7150              SOURCE3      11	 0.0238
na-pc  228.5    1.7320              SOURCE3      81	 0.0207
na-pd  228.5    1.7320              SOURCE3      81	
na-py  242.6    1.7120              SOURCE3       2	
na-s   247.1    1.7650              SOURCE3       8	 0.0095
na-s4  227.9    1.7930              SOURCE3      10	 0.0421
na-s6  279.9    1.7230      SOURCE3_SOURCE5      15	 0.0153
na-sh  281.3    1.7210              SOURCE3       9	 0.0113
na-ss  271.9    1.7320      SOURCE3_SOURCE5      50	 0.0325
na-sy  276.3    1.7270              SOURCE3       1	
nb-nb  327.2    1.3330      SOURCE1_SOURCE5      98	 0.0106
nb-pb  358.2    1.5870              SOURCE1     162	 0.0091
nc-nc  290.7    1.3650      SOURCE3_SOURCE5     271	 0.0065
nc-nd  374.7    1.2990      SOURCE3_SOURCE5     185	 0.0074
nc-os  185.1    1.4010      SOURCE1_SOURCE5     243	 0.0096
nc-ss  376.6    1.6260      SOURCE1_SOURCE5     114	 0.0148
nc-sy  473.8    1.5550              SOURCE3       2	
nd-nd  290.7    1.3650      SOURCE3_SOURCE5     271	 0.0065
nd-os  185.1    1.4010      SOURCE1_SOURCE5     243	 0.0096
nd-ss  376.6    1.6260      SOURCE1_SOURCE5     114	 0.0148
nd-sy  473.8    1.5550              SOURCE3       2	
ne-ne  235.0    1.4220      SOURCE3_SOURCE5      47	 0.0776
ne-nf  432.3    1.2630      SOURCE4_SOURCE5      78	 0.0037
ne-o   360.8    1.2310      SOURCE3_SOURCE5      55	 0.0223
ne-p2  387.4    1.5630              SOURCE3      14	 0.1325
ne-pe  242.6    1.7120              SOURCE3      28	 0.1076
ne-px  250.0    1.7020              SOURCE3      11	 0.0883
ne-py  338.1    1.6050      SOURCE4_SOURCE5      94	 0.0111
ne-s   503.0    1.5370              SOURCE3      22	 0.1708
ne-sx  200.6    1.8380              SOURCE3       7	 0.1060
ne-sy  326.0    1.6720      SOURCE3_SOURCE5      49	 0.0285
nf-nf  235.0    1.4220      SOURCE3_SOURCE5      28	 0.0146
nf-o   360.8    1.2310      SOURCE3_SOURCE5      15	 0.0138
nf-p2  387.4    1.5630              SOURCE3      14	
nf-pf  242.6    1.7120              SOURCE3      28	
nf-px  250.0    1.7020              SOURCE3      11	
nf-py  338.1    1.6050      SOURCE4_SOURCE5      84	 0.0113
nf-s   503.0    1.5370              SOURCE3      22	
nf-sx  200.6    1.8380              SOURCE3       7	
nf-sy  326.0    1.6720      SOURCE3_SOURCE5      42	 0.0197
nh-nh  252.8    1.4020      SOURCE1_SOURCE5       8	 0.0109
nh-no  267.9    1.3860      SOURCE4_SOURCE5      22	 0.0046
nh-o   316.1    1.2630      SOURCE3_SOURCE5      18	 0.0143
nh-oh  175.3    1.4160      SOURCE4_SOURCE5      63	 0.0072
nh-os  175.9    1.4150      SOURCE4_SOURCE5      26	 0.0063
nh-p2  268.1    1.6790              SOURCE3      17	 0.0872
nh-p3  229.9    1.7300              SOURCE3       3	 0.0016
nh-p4  247.0    1.7060              SOURCE3       3	 0.0008
nh-p5  274.8    1.6710              SOURCE3       3	 0.0007
nh-s   233.8    1.7840              SOURCE3       3	 0.0076
nh-s4  258.9    1.7490              SOURCE3       3	 0.0203
nh-s6  301.9    1.6980      SOURCE4_SOURCE5      93	 0.0076
nh-sh  292.5    1.7080              SOURCE3       1	
nh-ss  291.5    1.7090      SOURCE1_SOURCE5      58	 0.0020
nh-sy  287.2    1.7140      SOURCE4_SOURCE5     239	 0.0099
n -n1  319.2    1.3400              SOUECE3       1	
n -n2  295.3    1.3600      SOURCE3_SOURCE5     272	 0.0114
n -n3  250.9    1.4040      SOURCE3_SOURCE5      87	 0.0076
n -n4  226.9    1.4320              SOURCE3       5	 0.0098
n -n   250.8    1.4040      SOURCE3_SOURCE5      47	 0.0125
n -na  248.3    1.4070      SOURCE3_SOURCE5      56	 0.0060
n -nc  295.9    1.3600         CORR_SOURCE5     121	 0.0130
n -nd  295.9    1.3600         CORR_SOURCE5     121	 0.0130
n -nh  253.3    1.4020      SOURCE4_SOURCE5      51	 0.0075
n -no  208.3    1.4560              SOURCE3       4	 0.0327
n -o   342.8    1.2430      SOURCE3_SOURCE5      16	 0.0255
n -oh  181.8    1.4060      SOURCE3_SOURCE5     119	 0.0062
no-no   65.4    1.8240              SOURCE3       1	
no-o   367.9    1.2260      SOURCE1_SOURCE5    4403	 0.0099
no-oh  182.0    1.4060              SOURCE2       1	
no-os  172.2    1.4210      SOURCE4_SOURCE5     138	 0.0070
no-p2  224.5    1.7380              SOURCE3      10	 0.2231
no-p3  165.6    1.8440              SOURCE3       3	 0.0005
no-p4  154.1    1.8700              SOURCE3       3	 0.0006
no-p5  170.3    1.8340              SOURCE3       4	 0.0020
no-s   264.3    1.7420              SOURCE3       2	
n -os  180.0    1.4090      SOURCE4_SOURCE5      73	 0.0121
no-s4  131.3    1.9960              SOURCE3       3	 0.0313
no-s6  138.3    1.9760              SOURCE3       3	 0.0520
no-sh  220.8    1.8040              SOURCE3       1	
no-ss  206.3    1.8280              SOURCE3       3	 0.0244
n -p2  227.9    1.7330              SOURCE3       8	 0.0217
n -p3  204.4    1.7700              SOURCE3       9	 0.0118
n -p4  227.2    1.7340              SOURCE3       1	
n -p5  238.9    1.7170      SOURCE4_SOURCE5      25	 0.0133
n -pc  223.2    1.7400              SOURCE3       3	 0.0010
n -pd  223.2    1.7400              SOURCE3       3	
n -s   245.6    1.7670              SOURCE3       3	 0.0011
n -s4  244.9    1.7680      SOURCE3_SOURCE5       9	 0.0163
n -s6  283.3    1.7190      SOURCE4_SOURCE5      45	 0.0154
n -sh  275.5    1.7280              SOURCE3       4	 0.0128
n -ss  277.2    1.7260      SOURCE3_SOURCE5      22	 0.0103
n -sy  285.3    1.7160      SOURCE4_SOURCE5     126	 0.0086
oh-oh  123.1    1.4690              SOURCE3       1	
oh-os  129.1    1.4560      SOURCE4_SOURCE5      49	 0.0046
oh-p2  329.9    1.6300              SOURCE3       8	 0.0916
oh-p3  285.0    1.6770              SOURCE3       3	 0.0148
oh-p4  318.7    1.6410              SOURCE3       4	 0.0092
oh-p5  346.0    1.6150      SOURCE3_SOURCE5    1121	 0.0129
oh-py  344.6    1.6160      SOURCE3_SOURCE5     112	 0.0110
oh-s   219.8    1.8120              SOURCE3       2	
oh-s4  309.0    1.6960      SOURCE4_SOURCE5      29	 0.0100
oh-s6  373.3    1.6350      SOURCE3_SOURCE5     193	 0.0162
oh-sh  312.6    1.6920              SOURCE3       2	 0.0003
oh-ss  316.4    1.6880      SOURCE3_SOURCE5      12	 0.0167
oh-sy  356.0    1.6500      SOURCE4_SOURCE5     123	 0.0037
o -o   141.4    1.4300              SOURCE3       2	 0.0500
o -oh  104.4    1.5170              SOURCE3       2	
o -os  109.1    1.5040              SOURCE3       3	 0.0117
o -p2  492.0    1.5080              SOURCE3      17	 0.0306
o -p3  480.5    1.5150              SOURCE3      35	 0.0297
o -p4  499.0    1.5040      SOURCE3_SOURCE5      60	 0.0565
o -p5  529.5    1.4870      SOURCE1_SOURCE5    1318	 0.0133
o -pe  470.8    1.5210              SOURCE3      20	 0.0171
o -pf  470.8    1.5210              SOURCE3      20	
o -px  499.7    1.5040      SOURCE3_SOURCE5      45	 0.0136
o -py  527.9    1.4880      SOURCE3_SOURCE5     119	 0.0072
o -s   226.1    1.8020              SOURCE3       2	
o -s2  418.0    1.5990              SOURCE3       3	 0.0707
o -s4  572.3    1.5040      SOURCE1_SOURCE5     137	 0.0127
o -s6  683.0    1.4530      SOURCE1_SOURCE5    2456	 0.0105
o -sh  410.0    1.6050              SOURCE3       2	
os-os  124.7    1.4650      SOURCE1_SOURCE5      69	 0.0090
os-p2  396.1    1.5730              SOURCE1      16	
os-p3  287.3    1.6740      SOURCE3_SOURCE5      22	 0.0105
os-p4  323.7    1.6360              SOURCE3       4	 0.0057
os-p5  346.2    1.6150      SOURCE1_SOURCE5    1200	 0.0218
os-py  342.1    1.6190      SOURCE3_SOURCE5      68	 0.0106
os-s   227.4    1.8000              SOURCE3       3	 0.0052
o -ss  567.2    1.5070      SOURCE3_SOURCE5      22	 0.0235
os-s4  312.4    1.6920      SOURCE3_SOURCE5      25	 0.0189
os-s6  387.8    1.6230      SOURCE1_SOURCE5     242	 0.0147
os-sh  333.3    1.6710              SOURCE3       3	 0.0106
os-ss  301.4    1.7040              SOURCE3       9	 0.0277
os-sy  306.0    1.6990              SOURCE3       1	
o -sx  555.5    1.5130      SOURCE3_SOURCE5     136	 0.0072
o -sy  653.2    1.4660      SOURCE3_SOURCE5    2007	 0.0061
p2-p2  307.6    1.7860              SOURCE3      25	 0.3488
p2-p3  118.0    2.1520              SOURCE3       9	 0.1777
p2-p4  110.7    2.1790              SOUECE3       1	
p2-p5  110.4    2.1800              SOUECE3       1	
p2-pe  244.9    1.8670              SOURCE3      16	 0.3571
p2-pf  244.9    1.8670              SOURCE3      16	
p2-s   375.1    1.7720              SOURCE3      26	 0.3014
p2-s4  126.3    2.1900              SOUECE3       1	
p2-s6  129.3    2.1800              SOUECE3       1	
p2-sh  217.0    1.9710              SOURCE3      10	 0.2829
p2-ss  219.9    1.9660              SOURCE3      10	 0.2739
p3-p3  102.0    2.2140              SOURCE1      41	
p3-p4  101.5    2.2160              SOURCE3       3	 0.0011
p3-p5  102.2    2.2130              SOURCE3       9	 0.0265
p3-s   168.7    2.0700              SOUECE3       1	
p3-s4  161.8    2.0870              SOURCE3       8	 0.2235
p3-s6  165.8    2.0770              SOURCE3      11	 0.1420
p3-sh  144.9    2.1320              SOURCE3       3	 0.0078
p3-ss  148.9    2.1210              SOURCE3       3	 0.0059
p4-p4  157.7    2.0340              SOURCE1       1	
p4-p5   96.7    2.2370              SOUECE3       1	
p4-s   140.2    2.1460              SOURCE3       5	 0.0601
p4-s4  109.6    2.2510              SOUECE3       1	
p4-s6  105.2    2.2690              SOUECE3       1	
p4-sh  151.0    2.1150              SOURCE3       4	 0.0008
p4-ss  155.1    2.1040              SOURCE3       4	 0.0044
p5-p5  149.9    2.0540              SOURCE1       1	
p5-s   239.2    1.9340      SOURCE1_SOURCE5     173	 0.0138
p5-s4  181.8    2.0400              SOUECE3       1	
p5-s6  181.8    2.0400              SOUECE3       1	
p5-sh  163.8    2.0820              SOURCE3       3	 0.0035
p5-ss  150.1    2.1180      SOURCE4_SOURCE5      70	 0.0117
pe-pe  136.5    2.0920              SOURCE3       7	 0.1369
pe-pf  149.6    2.0550              SOURCE3       1	
pe-px  169.8    2.0050              SOURCE3      12	 0.2609
pe-py  161.3    2.0250              SOURCE3      12	 0.2617
pe-s   390.6    1.7580              SOURCE3      31	 0.3197
pe-sx  133.0    2.1680              SOURCE3       9	 0.1743
pe-sy  119.7    2.2130              SOURCE3       6	 0.0127
pf-pf  136.5    2.0920              SOURCE3       7	
pf-px  169.8    2.0050              SOURCE3      12	
pf-py  161.3    2.0250              SOURCE3      12	
pf-s   390.6    1.7580              SOURCE3      31	
pf-sx  133.0    2.1680              SOURCE3       9	
pf-sy  119.7    2.2130              SOURCE3       6	
px-py  105.6    2.1990              SOURCE3       5	 0.0238
px-sx  111.9    2.2420              SOURCE3       3	 0.0119
px-sy  110.1    2.2490              SOURCE3       3	 0.0272
py-py  108.9    2.1860              SOURCE3       8	 0.0132
py-sx  107.7    2.2590              SOURCE3       7	 0.0603
py-sy  128.7    2.1820              SOURCE3       5	 0.0047
s4-s4  243.6    2.0800              SOUECE3       1	
s4-s6  243.6    2.0800              SOUECE3       1	
s4-sh  196.9    2.1680              SOURCE3       3	 0.0227
s4-ss  197.8    2.1660              SOURCE3       5	 0.0247
s6-s6  243.6    2.0800              SOUECE3       1	
s6-sh  227.4    2.1080              SOURCE3       3	 0.0144
s6-ss  222.0    2.1180              SOURCE3       5	 0.0209
sh-sh  257.3    2.0580              SOURCE2       1	
sh-ss  251.6    2.0670              SOURCE3       3	 0.0029
s -s   276.1    2.0300              SOURCE3       1	
s -s2  391.1    1.8970              SOURCE1       5	
s -s4  246.1    2.0760              SOURCE3       4	 0.0345
s -s6  270.6    2.0380              SOURCE3       3	 0.0311
s -sh  226.3    2.1100              SOURCE3       2	
s -ss  238.3    2.0890              SOURCE3       1	
ss-ss  248.0    2.0730      SOURCE1_SOURCE5     457	 0.0074
sx-sx  119.0    2.3910              SOURCE3       3	 0.0185
sx-sy  160.8    2.2550              SOURCE3       5	 0.0737
sy-sy  162.7    2.2500              SOURCE3       3	 0.0289
br-cd  172.5    1.8850      SOURCE4_SOURCE5      89	 0.0082
c1-cf  518.7    1.3150              SOURCE4       6	
cd-f   365.0    1.3410      SOURCE4_SOURCE5      46	 0.0041
cd-n4  236.7    1.4930              SOURCE4       7	
cd-nf  356.6    1.3790      SOURCE4_SOURCE5      52	 0.0115
cd-no  296.6    1.4290      SOURCE4_SOURCE5     253	 0.0081
cd-sh  223.3    1.7690      SOURCE4_SOURCE5      14	 0.0031
cd-sx  198.3    1.8110      SOURCE4_SOURCE5      28	 0.0024
cc-cy  269.5    1.4940               5/2017       1	
cf-cl  174.7    1.7640      SOURCE4_SOURCE5      66	 0.0129
cf-cx  264.0    1.5000               5/2017       2	 0.0008
cf-cy  250.1    1.5160      SOURCE4_SOURCE5      36	 0.0052
cf-na  305.3    1.4210      SOURCE4_SOURCE5       6	 0.0049
cf-ss  215.6    1.7810      SOURCE4_SOURCE5      46	 0.0106
cq-na  349.5    1.3840              SOURCE4       7	
cq-nb  414.7    1.3390      SOURCE4_SOURCE5     120	 0.0071
cl-py  152.8    2.0450              SOURCE5      45	 0.0072
f -py  456.2    1.5770              SOURCE5      25	 0.0035
py-s   215.9    1.9730              SOURCE5      17	 0.0159
cy-nh  279.0    1.4460               5/2017       4	 0.0041
cy-hx  386.5    1.0910               5/2017      13	 0.0007
br-ce  163.4    1.9050              SOURCE5      12	 0.0099
cc-i   110.6    2.1200              SOURCE5      11	 0.0086
cy-n4  218.8    1.5160               5/2017       3	 0.0058
cy-p3  146.8    1.9080               5/2017      10	 0.0056
cy-na  279.0    1.4460               5/2017       8	 0.0049
cx-n4  227.2    1.5050               5/2017       1	
ne-s4  338.6    1.6600              SOURCE5       6	 0.0027
cv-ss  255.1    1.7240               5/2017       1	
cy-no  216.6    1.5190               5/2017       7	 0.0035
ce-cv  436.8    1.3600               5/2017       6	 0.0111
cd-i   112.0    2.1150              SOURCE5       7	 0.0138
cy-s4  149.5    1.9130               5/2017       5	 0.0068
n2-sy  491.4    1.5440              SOURCE5       7	 0.0042
cc-s6  196.4    1.8140              SOURCE5       6	 0.0108
i -s2   48.1    2.8830              SOURCE5       5	 0.0165
br-cy  144.6    1.9510               5/2017       5	 0.0056
br-cf  163.4    1.9050              SOURCE5      12	 0.0099
nf-s4  338.6    1.6600              SOURCE5       6	 0.0027
cf-cv  436.8    1.3600              SOURCE5       6	 0.0111
cd-s6  196.4    1.8140              SOURCE5       6	 0.0108
ss-sy  177.4    2.2120              SOURCE5       4	 0.0105
h5-ce  390.5    1.0890              SOURCE5       4	 0.0006
h5-cf  390.5    1.0890              SOURCE5       4	 0.0006
ce-s4  226.8    1.7640              SOURCE5       4	 0.0087
cf-s4  226.7    1.7640              SOURCE5       4	 0.0087
cy-py  135.9    1.9370               5/2017       4	
cd-o   649.5    1.2190              SOURCE5       4	 0.0015
ne-s6  412.2    1.5980              SOURCE5       3	 0.0054
nf-s6  412.2    1.5980              SOURCE5       3	 0.0054
ce-no  262.7    1.4630              SOURCE5       3	 0.0129
cf-no  262.7    1.4630              SOURCE5       3	 0.0129
cx-op  279.3    1.4370               5/2017     666	 0.0065
c -nj  328.2    1.4010               5/2017     302	 0.0080
cy-nj  251.9    1.4750               5/2017     288	 0.0073
ce-nj  300.8    1.4250               5/2017     186	 0.0050
cx-np  256.4    1.4700               5/2017     185	 0.0035
cx-nm  270.3    1.4550               5/2017     111	 0.0081
c3-nj  273.1    1.4520               5/2017      67	 0.0054
np-p5  250.0    1.7020               5/2017      41	 0.0041
cy-nq  245.9    1.4820               5/2017      52	 0.0039
cy-oq  257.4    1.4600               5/2017      33	 0.0108
cc-nm  311.9    1.4150               5/2017      22	 0.0063
c3-np  263.7    1.4620               5/2017      27	 0.0036
c3-nq  270.3    1.4550               5/2017      15	 0.0039
ca-nm  352.1    1.3820               5/2017      19	 0.0036
cy-sq  178.0    1.8490               5/2017      19	 0.0085
c -oq  353.0    1.3730               5/2017      15	 0.0032
p5-sq  132.4    2.1700               5/2017      12	 0.0011
cf-nj  308.5    1.4180               5/2017       7	 0.0034
cy-nn  249.3    1.4780               5/2017      10	 0.0016
nj-s6  278.0    1.7250               5/2017      13	 0.0159
cd-nm  365.5    1.3720               5/2017       9	 0.0067
hn-np  506.2    1.0210               5/2017       9	 0.0009
hn-nq  513.9    1.0180               5/2017       9	 0.0008
cx-nk  234.3    1.4960               5/2017       9	 0.0009
c3-nk  226.4    1.5060               5/2017       6	 0.0073
cy-nl  213.0    1.5240               5/2017       7	 0.0075
ca-nn  361.4    1.3750               5/2017       7	 0.0030
cx-ni  241.7    1.4870               5/2017       8	 0.0076
cv-sq  228.8    1.7610               5/2017       8	 0.0086
np-py  251.5    1.7000               5/2017       5	 0.0044
cx-nj  277.0    1.4480               5/2017       6	 0.0040
nq-p5  227.2    1.7340               5/2017       4	 0.0747
hn-nj  527.1    1.0130               5/2017       5	 0.0006
c2-nm  325.9    1.4030               5/2017       4	 0.0014
ca-nj  322.3    1.4060               5/2017       2	 0.0004
c -ni  292.3    1.4330               5/2017       3	 0.0055
cy-n2  301.9    1.4240               5/2017       3	 0.0008
op-p5  342.6    1.6180               5/2017       3	 0.0012
cx-sp  190.9    1.8240               5/2017       3	 0.0172
hn-nl  442.6    1.0480               5/2017       3	 0.0410
nn-p5  279.9    1.6650               5/2017       2	
nj-p5  208.6    1.7630               5/2017       2	 0.0519
cc-sq  218.4    1.7770               5/2017       3	 0.0006
c2-cv  484.2    1.3330               5/2017       2	 0.0002
c1-cy  299.1    1.4640               5/2017       3	 0.0061
cy-i    93.4    2.1910               5/2017       3	 0.0116
oq-p5  270.6    1.6940               5/2017       4	 0.0003
nj-os  187.4    1.3980               5/2017       2	 0.0028
op-op   80.1    1.5970               5/2017       2	 0.0081
cy-p5  153.7    1.8910               5/2017       2	
cy-sx  171.8    1.8620               5/2017       1	
cx-i    94.2    2.1870               5/2017       2	 0.0025
cx-no  231.9    1.4990               5/2017       1	
ce-cu  535.9    1.3070               5/2017       2	 0.0055
np-sy  270.6    1.7340               5/2017       2	 0.0135
cl-nj  162.6    1.7250               5/2017       2	
np-s6  226.6    1.7950               5/2017       2	 0.0042
np-op  139.3    1.4810               5/2017       2	 0.0016
cl-np  132.9    1.7940               5/2017       2	 0.0014
cx-p5  178.4    1.8370               5/2017       2	 0.0063
cl-cv  188.6    1.7380               5/2017       2	 0.0089
cv-nh  369.6    1.3690               5/2017       2	 0.0397
nq-s4  270.6    1.7340               5/2017       2	
c3-nl  224.9    1.5080               5/2017       2	 0.0085
np-p3  212.3    1.7570               5/2017       1	
cu-f   404.8    1.3140               5/2017       2	
c -sq  190.4    1.8250               5/2017       1	
cu-os  409.3    1.3340               5/2017       1	
cy-sh  184.1    1.8370               5/2017       1	
